url,name,price,brand,diameter,width,gap width,weight,bearing size,response,material,designed in,made in,machined in,released
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/tiger-driver-yoyo-by-turnbuckle-yoyos,Tiger Driver,$ 34.99,Turnbuckle YoYo - Organic design but with modern elements.,54.75 mm / 2.15 inches,46.00 mm / 1.81 inches,3.90 mm / 0.15 inches,65.10 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/black-canon-yoyo-by-markmont,Black Canon,$ 89.99,Markmont - Pocket Throw With The Playability Of A Fullsize Throw!,53.3 mm / 2.10 inches,28 mm / 1.10 inches,4.32 mm / 0.17 inches,55.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,USA,NA,
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/droid-yoyo-by-round-spinning-objects,Droid,$ 499.99,Round Spinning Objects - Bi-Metal Titanium Side Effect YoYo!,57.00 mm / 2.24 inches,44.00 mm / 1.73 inches,4.40 mm / 0.17 inches,64.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium w/ Stainless Steel Ring,Singapore,China,NA,January 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/gtr-js-yoyo-by-duncan,GTR-JS,$ 119.99,Duncan - Jonathan Sitanggang Signature Model!,55.86mm /2.20 inches,47.15mm /1.86 inches,4.62mm /0.18 inches,63.81grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rims,USA,China,NA,January 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/gtr-yoyo-by-duncan,GTR,$ 89.99,Duncan -  Competition level bi-metal design!,55.97mm /2.20 inches,47.65mm /1.88 inches,4.62mm /0.18 inches,65.95grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 w/ Stainless Steel Rims,USA,China,NA,January 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/45-yoyo-by-yoyofactory,YYF 45,$ 45.00,YoYoFactory - Ultra lightweight fingerspin yoyo!,47.70mm /1.88 inches,38.70mm /1.52 inches,4.50mm /0.18 inches,45.20grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Plastic Cap,USA,USA,NA,January 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/colossus-vi-max-yoyo-by-topyo,Colossus VI Max,$ 31.99,Top Yo - Taking the Colossus to the MAX!,56.60 mm / 2.23 inches,44.60 mm / 1.76 inches,4.60 mm / 0.18 inches,65.60 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 Aluminum,China,China,NA,January 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/colos-sus-yoyo-by-topyo,Colos-SUS,$ 39.99,Top Yo - TopYo X SUS YOYO MECHANICS collaboration!,55.00mm / 2.17 inches,43.40mm / 1.71 inches,4.60 mm / 0.18 inches,65.80 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 Aluminum,China,China,NA,January 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/reality-yoyo-by-top-yo,Reality,$ 79.99,Top Yo - TopYo x July Yoyo!,56.40 mm / 2.22 inches,44.40 mm / 1.75 inches,4.50 mm / 0.18 inches,66.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 Aluminum w/ Stainless Steel Rims,China,China,NA,January 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/bolt-yoyo-by-doc-pop,Bolt,$ 44.99,"Doctor Popular - The DocPopBOLT has returned!",56.19mm /2.21 inches,38.77mm /1.53 inches,4.62 mm/0.18 inches,64.11grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Plastic,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/bumblebee-yoyo-by-duncan,Bumblebee,$ 64.99,Duncan - Bi-metal bumblebee!,54.63 mm / 2.15 inches,30.20 mm / 1.19 inches,3.75mm /0.15 inches,62.6 grams,Size A,Duncan 12mm Pad,6061 Aluminum,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/kanto-yoyo-by-dressel-designs,Kanto,$ 54.99,Dressel Designs - Slim bi-metal design!,53.60 mm / 2.11 inches,37.93 mm / 1.49 inches,4.62 mm / 0.18 inches,60.77 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rings / Brass,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/bettynova-w-dna-fingerspin-caps-yoyo-by-yoyofactory,BettyNova w/ DNA Fingerspin Caps,$ 59.99,YoYoFactory -  Betty Gallegos Signature YoYo!,56.45 mm / 2.22 inches,43.30 mm / 1.7 inches,4.62 mm / 0.18 inches,64.9grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/edgeless-dna-yoyo-by-yoyofactory,Edgeless,$ 59.99,YoYoFactory - New and improved Edgeless!,55.97 mm /2.20 inches,45.13 mm /1.78 inches,4.50 mm /0.18 inches,65.80 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061Aluminum,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/delphinium-yoyo-by-c3yoyodesign,Delphinium,$ 332.99,C3yoyodesign -  Monometal version of the Strelitizia!,56.94 mm / 2.24 inches,44.11 mm / 1.74 inches,4.50 mm / 0.18 inches,64.7 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-end-yoyo-by-round-spinnning-objects,The End,$ 379.99,Round Spinning Objects - Throwback design reimagined in Titanium!,52.00 mm / 2.05 inches,38.95 mm / 1.53 inches,4.50 mm / 0.18 inches,65.43 grams,Size C (.250 x .500 x .187),RSO Landing Pads,Titanium,Singapore,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/atom-smasher-yoyo-by-yoyofactory,Atom Smasher,$ 19.99,YoYoFactory -  The perfect plastic yoyo for fingerspins and power!,57.40mm /2.26inches,44.60mm /1.75 inches,4.5mm / 0.18 inches,65.80grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate,USA,China,NA,April2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/sugar-high-yoyo-by-yoyofactory,Sugar High,$ 399.99,YoYoFactory -  Shu Takada Signature YoYo!,57.93 mm / 2.28 inches,45.86 mm / 1.81 inches,4.62 mm / 0.18 inches,64.41 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/edge-2022-yoyo-by-yoyofactory,Edge 3.0 (2022),$ 124.99,YoYoFactory -   Evan Nagao Signature YoYo!,55.08 mm / 2.17 inches,48.55 mm / 1.91 inches,4.62 mm / 0.18 inches,64.70 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075Aluminum w/ Stainless Steel Ring,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/catch-22-yoyo-by-yoyofactory,Catch 22,$ 274.99,YoYoFactory - An iconic YoYoFactory model reimagined!,50.63mm / 1.99 inches,37.30mm / 1.47 inches,4.62 mm / 0.18 inches,65.51grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,USA,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/mecha-nobunaga-yoyo-by-sengoku,Nobumecha,$ 127.99,Sengoku - Successor to the Nobunaga!,54.00 mm / 2.13 inches,44.00 mm / 1.73 inches,4.50 mm / 0.18 inches,65.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rims,Japan,China,NA,February 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/gopa-yoyo-by-yoyorecreation,GOPA,$ 134.99,yoyorecreation - Classic feel meets modern performance.,58.00mm /2.28 inches,36.00mm /1.42 inches,4.50mm / 0.18 inches,58.74grams,Size C (.250 x .500 x .187),YYR Large Pad,6061 Aluminum,Japan,USA,NA,March 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/digamma-crash-yoyo-by-c3yoyodesign,DiGamma Crash,$ 79.99,C3yoyodesign - New addition to the C3 CRASH Series!,56.80 mm / 2.24 inches,44.80 mm / 1.76 inches,4.6 mm / 0.18 inches,64.50 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate w/ Stainless Steel Rims,Hong Kong,China,NA,March 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/toru-0-99-yoyo-by-yoyorecreation,Toru 0.99,$ 186.99,yoyorecreation - Toru Miyazaki signature model!,54.40mm /2.14 inches,45.00mm / 1.77 inches,4.50mm / 0.18 inches,65.75 grams,Size C (.250 x .500 x .187),YYR Size C Pad,Aluminum,Japan,China,NA,March 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/progressiver-yoyo-by-c3yoyodesign,Progressiver,$ 144.99,C3yoyodesign -   High performance bi-metal design!,55.80 mm / 2.2 inches,45.60 mm / 1.8 inches,4.50 mm / 0.18 inches,63.60 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum YoYo Toy,Hong Kong,China,NA,March 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/msg-yoyo-by-turning-point,MSG,$ 209.99,Turning Point - Yuta Kashiwaya signature model!,57.97 mm / 2.28 inches,42.39 mm / 1.67 inches,4.60 mm / 0.18 inches,70.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 w/ Stainless Steel Rims,Japan,China,NA,March 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/starship-yoyo-by-roundspinningobjects,Starship,NA,Round Spinning Objects - New Titanium modeled after the Spaceship!,50.00 mm /1.97 inches,41.94 mm /1.65 inches,4.50 mm / 0.18 inches,62.79 grams,Size C (.250 x .500 x .187),Size C Landing Pad,Titanium,Singapore,China,NA,March 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/magpie-2-0-yoyo-by-yoyofriends,Magpie 2.0,$ 64.99,yoyofriends - Newly redesigned Magpie!,54.90 mm / 2.16 inches,47.51 mm / 1.87 inches,4.62 mm / 0.18 inches,64.81 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,China,China,NA,March 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/alpine-yoyo-by-clyw,Alpine,$ 339.99,Caribou Lodge - CLYW x Luftverk Collaboration!,55.50 mm / 2.19 inches,44.00 mm / 1.73 inches,4.62 mm / 0.18 inches,65.80 grams,Size C (.250 x .500 x .187),CLYW Snow Tires,Titanium,Canada,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/invictus-yoyo-by-thesis,Invictus,$ 44.99,Thesis YoYo - Built to break expectations!,56.00 mm / 2.20 inches,46.00 mm / 1.81 inches,4.50 mm / 0.18 inches,66.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/happo-yoyo-by-shuriken,Happo,$ 74.99,Shuriken - Performance driven design!,55.39 mm / 2.18 inches,45.75 mm / 1.8 inches,4.50 mm / 0.18 inches,64.5 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rims,Hong Kong,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-ditch-yoyo-by-clyw,The Ditch,$ 50.00,Caribou Lodge - Pocket friendly design based on the Gorge!,50.00 mm / 1.97 inches,32.27 mm / 1.27 inches,4.50 mm / 0.18 inches,62.70 grams,Size C (.250 x .500 x .187),CLYW Snow Tires,6061 Aluminum,Canada,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/skyfish-yoyo-by-yoyorecreation,Skyfish,$ 205.99,yoyorecreation -   Ryuichi Nakamura signature yoyo!,56.50 mm / 2.22 inches,44.00 mm / 1.73 inches,4.50 mm / 0.18 inches,63.50 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Aluminum w/ Stainless Steel Rim,Japan,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/duncan-torque-yoyo,Duncan Torque,$ 45.00,Duncan -  Powerful competition level performance!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/something-versus-yoyo,sOMEThING Versus,$ 34.99,sOMEThING -  Competition level performance!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/something-premiere-yoyo,sOMEThING Premiere,$ 24.99,sOMEThING -  Premium plastic performance without the premium price!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yyf-replay-pro-yoyo,YYF Replay PRO,$ 15.99,YoYoFactory -  Gentry Stein Signature Plastic Yo-Yo!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yoyorecreation-gargantua-yoyo,Yoyorecreation Gargantua,$ 29.99,yoyorecreation -  Oversized High Performance Plastic Yo-Yo!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/joyride-yoyo-by-recess,Joyride,$ 39.99,Recess -  Let's go for a Ride!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/krown-st-by-c3yoyodesign,Krown ST,$ 119.99,C3yoyodesign -  Take the Krown to a whole new level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/one-drop-terrarian-yoyo,One Drop Terrarian,$ 69.99,One Drop YoYos -  Created in Collaboration with Re-Logic & Terraria!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/recess-first-base-yoyo,Recess First Base,$ 19.99,Recess -  Molded Plastic Perfection!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yoyorecreation-valkyrie-yoyo,Valkyrie,$ 169.99,yoyorecreation -  High End Bi-Metal Performance!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yomega-alpha-wing-yoyo,Yomega Alpha Wing,$ 6.00,Yomega -  Entry Level Fixed Axle Yo-Yo!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/turning-point-ii-yoyo,Turning Point II,$ 64.99,Turning Point -  Modeled after the 2008 Turning Point Original Yo-Yo!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yyf-replay-responsive-yoyo,YYF Replay - Responsive,$ 14.99,YoYoFactory -  Gentry Stein Signature Model Geared for Responsive Play!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/sengoku-kenshin-yoyo,OG Kenshin,$ 79.99,Sengoku -  First Ever 7068 Aluminum Alloy Yo-Yo!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/one-drop-top-deck-yoyo,One Drop Top Deck,$ 66.00,One Drop YoYos -  JT Nickel Signature Yo-Yo!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yyj-dark-magic-ii-yoyo,YYJ Dark Magic II,$ 43.78,YoYoJam -  #1 Choice of YoYoExpert.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yoyofactory-nine-dragons,YoYoFactory Nine Dragons,$ 74.99,YoYoFactory -  Hold the power of NINE Dragons!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/mowl-m-yoyo,mowl M,$ 69.99,MOWL -  lurking deep in the darkest forests!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/flash-yo-yo-by-unparalleled,Flash,$ 99.99,Unparalleled -  Yuki Nishisako Signature Yo-Yo!,56.55 mm / 2.22 inches,42.10 mm / 1.65 inches,4.50 mm / .17 inches,64.54grams,Size C (.250 x .500 x .187)Centering,19mm Slim Pad Size,NA,USA,NA,China,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/skyva-yo-yo-by-magicyoyo,SKYVA,$ 17.99,MagicYoYo - High Performance Plastic Yo-Yo!,57.85 mm / 2.27 inches,45.25 mm / 1.78 inches,4.50 mm / .17 inches,65.8 grams,Size C (.250 x .500 x .187)Center Trac (R),19mm Slim Pad Size,NA,Canada,NA,China,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yukiko-yoyo-by-sturm-panzer,Sturm Panzer Yukiko,NA,Sturm Panzer -  Lightweight POM and 7075 Aluminum Construction!,54.80 mm / 2.16 inches,40.38 mm / 1.59 inches,4.50 mm / .18 inches,61.0 grams,ConcaveSize D,Sturm panzer Blade Attack Pads,NA,Japan,NA,China,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/freehand-yoyo-by-duncan,Freehand - Responsive,$ 15.99,Duncan -   It's time to play 5A!,58 mm / 2.28 inches,41.85 mm / 1.64 inches,2.65 mm / 0.10 inches,64 grams,Narrow Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yyf-replay-pro-contest-pack,YYF Replay PRO Contest Pack,$ 24.99,YoYoFactory -   Everything you need for 1A play!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yyf-shutter-contest-pack,YYF Shutter Contest Pack,$ 49.99,YoYoFactory -   Everything you need for 1A play!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/velocity-starter-set,Velocity Starter Set,$ 21.99,YoYoFactory -  Fully Adjustable Plastic Yo-Yo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/kraken-yoyo-by-one-drop,Kraken,$ 64.99,One Drop YoYos -   Release The Kraken!,60 mm / 2.36 inches,45 mm / 1.77 inches,4.60 mm / 0.18 inches,65.1 grams,Size C (.250 x .500 x .187)  One Drop 10Ball,One Drop Flow Groove Pads,NA,USA,USA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/donation-toys-for-tots-2022,DONATION - Toys for Tots 2022,NA,YoYoExpert -   Help make a kid's Christmas that much better.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-gorge-yoyo-by-clyw,The Gorge,$ 114.99,Caribou Lodge - Old School Style meets Modern Performance!,59.50 mm / 2.34 inches,39.42 mm / 1.55 inches,4.50 mm / 0.18 inches,66 grams,Size C (.250 x .500 x .187),CLYW Snow Tires,NA,Canada,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/heist-yoyo-by-yoyofactory,Heist,$ 59.99,YoYoFactory -  Undersized yo-yo with full sized performance!,40.00 mm / 1.57 inches,25.64 mm / 1.01 inches,4.25 mm / 0.17 inches,61.5 grams,Small Center TracSmall (5x10x4mm),CBC Small Pad,NA,USA,USA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/dune-yoyo-by-clyw,Dune,$ 99.99,Caribou Lodge -  Anthony Rojas Signature Return Top!,55.89 mm / 2.20 inches,42.34 mm / 1.67 inches,4.5 mm / 0.18 inches,67.8 grams,Size C (.250 x .500 x .187),CLYW Snow Tires,NA,Canada,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/kaiser-yoyo-by-throwrevolution,Kaiser,$ 90.00,ThrowRevolution -  Built for the aspiring competitive yo-yo player!,56.09 mm / 2.20 inches,44.43 mm / 1.75 inches,4.60 mm / 0.18 inches,65.8 grams,Concave - Licensed by Difeyo  Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",NA,Singapore,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/coldfire-yoyo-by-sengoku,Coldfire,$ 79.99,Sengoku -   ELEMENTAL Series by Sengoku!,54 mm / 2.12 inches,41.90 mm / 1.64 inches,4.65 mm / 0.18 inches,63.6 grams,Size C (.250 x .500 x .187),Sengoku Katana Pads  19mm Slim Pad Size,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/czech-point-pivot-yoyo-by-yoyofactory,Czech Point Pivot,$ 54.99,YoYoFactory -  Hollow Body Fingerspin Design!,56.00 mm / 2.20 inches,43.60 mm / 1.71 inches,4.5 mm / 0.17 inches,65.3 grams,Size C (.250 x .500 x .187)  Center Trac,"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/kickstart-yoyo-by-iyoyo,KiCKSTART,$ 20.00,iYoYo -  Kickstart your freestyles!,57.90 mm / 2.27 inches,42.40 mm / 1.66 inches,4.45 mm / 0.17 inches,64.4 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,Germany,Germany,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/mini-star-2-yoyo-by-generalyo,Mini Star 2,$ 99.00,General Yo -  Bi-Metal Performance in a Compact Design!,48.83 mm / 1.92 inches,36.46 mm / 1.43 inches,4.30 mm / 0.17 inches,59.5 grams,Centering Size C (.250 x .500 x .187),General-Yo GEN 19mm Pads,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/wind-runner-yoyo-by-duncan,Wind Runner,$ 32.99,Duncan -  Amazing performance at an even better price!,56 mm / 2.20 inches,43.4 mm / 1.70 inches,4.45 mm / 0.17 inches,66.5 grams,Size C (.250 x .500 x .187) Concave (Licensed by Difeyo),19mm Slim Pad Size,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/wide-angle-shutter-yoyo-by-yoyofactory,Shutter - Wide Angle,$ 54.99,YoYoFactory -  World Champion Gentry Stein Signature Yo-Yo!,56 mm / 2.20 inches,48 mm / 1.88 inches,4.55 mm / 0.17 inches,64.3 grams,Size C (.250 x .500 x .187),"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/iceberg-yoyo-by-iyoyo,iCEBERG Classic,$ 69.99,iYoYo -   Machined plastic body with steel rings!,56.95 mm / 2.24 inches,42.12 mm / 1.66 inches,4.75 mm / 0.19 inches,65 grams,Size C (.250 x .500 x .187),iYoYo iRings 19mm Slim Pad Compatible,NA,Germany,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/mojo-yoyo-by-topyo,TopYo MOJO,$ 13.99,Top Yo -   High Performance Fingerspin Yo-Yo!,56.90 mm / 2.24 inches,47.15 mm / 1.85 inches,4.60 mm / 0.18 inches,66.7 grams,Centering Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,China,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/surveillance-yoyo-by-mowl,Surveillance,$ 139.99,MOWL -   Daiki Tanaka Signature Yo-Yo!,56.00 mm / 2.20 inches,42.5 mm / 1.67 inches,4.50 mm / 0.18 inches,66.5 grams,Konkave  Size C (.250 x .500 x .187),K-Pad  19mm Slim Pad size,NA,Japan / Germany,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/deep-state-yoyo-by-one-drop,Deep State,$ 49.99,One Drop YoYos -  Slim-line yo-yo!,55 mm / 2.16 inches,27.90 mm / 1.09 inches,3.30 mm / 0.12 inches, 51.5 grams,Size C (.250 x .500 x .187),One Drop Pads  Standard Flow Groove Pad,NA,USA,USA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/vapormotion-by-c3yoyodesign-and-magicyoyo,VaporMotion,$ 29.99,C3yoyodesign -   Plastic Body W/ Metal Fingerspin Caps!,57 mm / 2.24 inches,42.85 mm / 1.68 inches,4.40 mm / 0.17 inches,64.4 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,NA,China,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/haymaker-x-yoyo-by-duncan,Haymaker X,$ 119.99,Duncan -   New and improved Haymaker!,57.15 mm / 2.25 inches,43.31 mm / 1.71 inches,4.5 mm / 0.18 inches,65.3 grams,Konkave Size C (.250 x .500 x .187),19mm Silicone Groove Stickers,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/boost-yoyo-by-yoyofactory,Boost,$ 75.00,YoYoFactory -   Alex Hattori Signature Yo-Yo!,56.85 mm / 2.24 inches,42.40 mm / 1.67 inches,4.5 mm / 0.18 inches,63.8 grams,CBC Center Trac Size C (.250 x .500 x .187),"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/surveil-yoyo-by-mowl,Surveil,$ 89.99,MOWL -  Plastic version of the Surveillance!,55.98 mm / 2.20 inches,43.10 mm / 1.70 inches,4.5 mm / 0.18 inches,63.5 grams,Konkave  Size C (.250 x .500 x .187),hkmt Equipment Grip-C Pad,NA,Japan,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/st-elmo-yoyo-by-turning-point,St. Elmo,NA,Turning Point -  Signature Series of Takeshi Matsuura!,56.00 mm / 2.20 inches,42.73 mm / 1.68 inches,4.70 mm / 0.18 inches,65.6 grams,Centering Size C (.250 x .500 x .187),19mm Slim Pad,NA,Japan,China,NA,NA
