url,name,price,brand,diameter,width,gap width,weight,bearing size,response,material,designed in,made in,machined in,released
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/duncan-flipside-yoyo,Duncan Flipside,$ 19.99,Duncan -  Go Responsive To Unresponsive With Just A Flip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/duncan-hornet-yoyo,Duncan Hornet,$ 12.99,Duncan -  Advanced Looping Yo-Yo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yoyorecreation-diffusion-yoyo,Yoyorecreation Diffusion,$ 33.99,yoyorecreation -  All Plastic Japanese Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/shutter-yoyo-by-yoyofactory,Shutter,$ 44.99,"YoYoFactory - A Great Yo-Yo Is Something Every Champion Needs!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/something-addiction-yoyo,Addiction,$ 39.99,sOMEThING -  Warning: This Yo-Yo May Be Habit Forming!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yyf-hubstack-yoyo,YYF Hubstack YoYo,$ 24.99,YoYoFactory -  Hubstack Play Has Never Been More Fun!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/aura-yoyo-by-topyo,Aura,$ 39.99,Top Yo - Bi-metal style without the bi-metal price!,54.60mm / 2.15 inches,44.00 mm / 1.73 inches,4.50 mm / 0.18 inches,64.5 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 Aluminum,China,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/null-yoyo-by-top-yo,Null,$ 34.99,Top Yo - TopYo x July YoYo Collaboration!,56.50 mm /2.22 inches,44.00 mm / 1.73 inches,4.50 mm / 0.18 inches,64.5 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,China,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/heterogeneity-yoyo-by-mowl,Heterogeneity,$ 69.99,MOWL - Kenta Kushiro signature yoyo!,56.00 mm / 2.20 inches,42.90 mm / 1.69 inches,4.50 mm / 0.18 inches,66.10 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Aluminum,Japan,China,NA,April 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/inception-yoyo-by-few-and-far-between,Inception,$ 179.99,Few and Far Between - Jonathan Saelens signature yoyo!,55.90 mm / 2.2 inches,45.50 mm / 1.79 inches,4.50 mm / 0.18 inches,64.5 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum w/ Titanium Rims,USA,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/punk-yoyo-by-rain-city,Punk,$ 64.99,Rain City - Jeff Anderson signature model!,57.6 mm / 2.27 inches,49.1 mm /1.93 inches,4.62 mm / 0.18 inches,63.1 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Delrin,Canada,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/stratom-yoyo-by-layer-infinity,Stratom,$ 34.99,Infinity Layer - 3D Printed YoYo!,58.00 mm / 2.28 inches,34.00 mm / 1.34 inches,4.82 mm / 0.19 inches,62.5 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",PLA,Canada,Canada,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/infinity-weight-cw-by-infinity-layer,Infinity Weight,$ 9.99,Infinity Layer - 3D Printed Counterweights!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/derivative-yoyo-by-turning-point,Derivative,$ 359.99,Turning Point - Full Magnesium YoYo!,56.00 mm / 2.20 inches,45.76 mm / 1.34 inches,4.50 mm / 0.18 inches,67.7 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Magnesium,Japan,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/acanthus-yoyo-by-turning-point,Acanthus,$ 74.99,Turning Point - Takeshi Matsuura Signature Model!,54.00 mm / 2.13 inches,46.00 mm / 1.81 inches,4.50 mm / 0.18 inches,66.3 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Japan,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/alnilam-yoyo-by-turning-point,Alnilam,$ 434.99,Turning Point - Magnesium with Stainless Steel Rims!,56.00 mm / 0.00 inches,42.80 mm / 0.00 inches,4.82 mm / 0.00 inches,66.25 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Magnesium w/ Stainless Steel Rims,Japan,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/aster-yoyo-by-turning-point,ASTer,$ 269.99,Turning Point -   Yuta Kashiwaya Signature Model!,58.05 mm / 2.29 inches,42.17 mm / 1.66 inches,4.50 mm / 0.18 inches,70.10 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Titanium and Stainless Steel Rings,Japan,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/plastic-high-wall-yoyo-by-mowl,High Wall,$ 59.99,MOWL - New plastic design!,61.90 mm / 2.44 inches,44.00 mm / 1.73 inches,4.62 mm / 0.18 inches,65.60 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Plastic,Japan,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/sushi-yoyo-by-round-spinning-objects,Sushi,$ 379.99,Round Spinning Objects - Side Effect Titanium Design!,50.50 mm / 1.99 inches,45.00 mm / 1.77 inches,4.40 mm / 0.17 inches,67.1 grams,Size C (.250 x .500 x .187),CLYW Snow Tire Pad,Titanium,Singapore,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/mirage-box-set-by-japan-technology,Mirage Box Set,$ 229.99,Japan Technology - Three piece Mirage Collection!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/two-bits-yoyo-by-rain-city,Two Bits,$ 64.99,Rain City - New Mini Design!,26.60 mm / 1.05 inches,26.98mm / 1.06 inches,4.50 mm / 0.18 inches,56.05 grams,Size D,"""Slim Pad"" Size 19mm OD",Stainless Steel,Canada,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/epsilon-yoyo-by-throw-sideways,Epsilon,$ 89.99,Throwing Sideways - Our first release from Throwing Sideways!,57.11 mm / 2.25 inches,44.96 mm / 1.77 inches,4.62 mm / 0.18 inches,64.37 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rims,USA,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/berserker-decade-yoyo-by-c3yoyodesign,Berserker Decade,$ 44.99,C3yoyodesign -  10 Years of Berserker!,57.00 mm / 2.24 inches,44.00 mm / 1.73 inches,4.62 mm / 0.18 inches,65.73 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Hong Kong,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/socius-yoyo-by-c3yoyodesign,Socius,$ 144.99,C3yoyodesign -  World Champion Shion Araya Signature Model!,56.00 mm / 2.2 inches,45.00 mm / 1.77 inches,4.62 mm / 0.18 inches,64.03 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rims,Hong Kong,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/riesenwellen-cruiser-yoyo-by-r2fg,Riesenwellen - Cruiser,$ 79.99,R2FG - New brand from R2FG!,55.78 mm / 2.2 inches,43.00 mm / 1.69 inches inches,4.50 mm / 0.18 inches,64.50 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rim,China,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/riesenwellen-sailfish-yoyo-by-r2fg,Riesenwellen - Sailfish,$ 79.99,R2FG - New Brand from R2FG!,56.00mm / 2.2 inches,43.60 mm / 1.72 inches inches,4.50 mm / 0.18 inches,63.40 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rim,China,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/jade-yoyo-by-r2fg,Jade,$ 79.99,R2FG - Rounded bi-material design.,55.80mm / 2.2 inches,43.30 mm / 1.70 inches inches,4.50 mm / 0.18 inches,65.00grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonatew/ Stainless Steel Rim,China,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/euclase-al-yoyo-by-r2fg,Euclase AL,$ 35.99,R2FG - New Aluminum Design!,56.00mm / 2.2 inches,43.40 mm / 1.71 inches inches,4.50 mm / 0.18 inches,63.80grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,China,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/hydrogen-crash-yoyo-by-c3yoyodesign,Hydrogen Crash,$ 109.99,C3yoyodesign - C3 CRASH Series!,57.00 mm / 2.24 inches,46.23 mm / 1.82 inches,4.50 mm / 0.18 inches,63.2 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rims,Hong Kong,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/galaxy-dinosaur-yoyo-by-c3yoyodesign,Galaxy Dinosaur,NA,C3yoyodesign -  The latest in the Galaxy Diver series!,55.06 mm / 2.17 inches,49.95 mm / 1.97 inches,4.50 mm / 0.18 inches,63.7 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Titanium Rims,Hong Kong,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/spyglass-yoyo-by-mk1,Spyglass,$ 99.99,MK1 YoYos - Unique organic bi-metal design!,53.00 mm / 2.09 inches,43.90 mm / 1.73 inches,4.45 mm / 0.18 inches,63.9 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Ring,USA,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/shortcut-yoyo-by-yoyofriends,Shortcut,$ 30.00,yoyofriends - Shortcut to a higher level of performance!,55.33 mm / 2.18 inches,45.00 mm / 1.77 inches,4.40 mm / 0.17 inches,66.2 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,China,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/holly5-yoyo-by-yjyoyo,Holly5,$ 29.99,YJYOYO - Beginner Friendly Unresponsive Metal!,53.95 mm / 2.12 inches,41.65 mm / 1.64 inches,4.50mm / 0.18 inches,66.30 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Korea,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/lapaz-yoyo-by-yjyoyo,Lapaz,$ 40.99,YJYOYO - Excellent choice for any skill level!,55.00 mm / 2.17 inches,45.11 mm / 1.78 inches,4.50 mm / 0.18 inches,66.1 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Korea,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/timeslip-yoyo-by-yjyoyo,Time Slip,$ 40.99,YJYOYO - Maximum spin time and stability!,55.94 mm / 2.2 inches,44.00 mm / 1.73 inches,4.50 mm / 0.18 inches,66.1 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Korea,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/segamonte-yoyo-by-yjyoyo,Segamonte,$ 109.99,YJYOYO - Built for competitive 1A play!,58.96 mm / 2.32 inches,45.00 mm / 1.77 inches,4.50 mm / 0.18 inches,65.46 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rims,Korea,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/monories-yoyo-by-yjyoyo,Monories,$ 69.99,YJYOYO - Oversized mono-metal design!,60.00 mm / 2.36 inches,49.85 mm / 1.96 inches,4.50 mm / 0.18 inches,65 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Korea,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/metal-of-the-future-yoyo-by-yjyoyo,Metal of the Future,$ 124.99,YJYOYO - Welcome to the Future!,59.00 mm / 2.32 inches,50.49 mm / 1.99 inches,4.50 mm / 0.18 inches,66 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Aluminum / Stainless Steel / POM,Korea,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/spinell-yoyo-by-yjyoyo,Spinell,$ 17.99,YJYOYO - Entry level unresponsive design!,57.51 mm / 2.26 inches,42.73 mm / 1.68 inches,4.50 mm / 0.18 inches,64.6 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate,Korea,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/informel-yoyo-by-unprld,Informel,$ 59.99,Unparalleled -  In Hyeok Choi Signature YoYo!,55.00 mm / 2.17 inches,44.40 mm / 1.75 inches,4.50 mm / 0.18 inches,63.50 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-bowl-mini-titanium-yoyo-by-rso,The Bowl Mini - Titanium,$ 299.99,Round Spinning Objects - Titanium version of the Bowl Mini!,50.38 mm / 1.98 inches,41.49 mm / 1.63 inches,4.62 mm / 0.18 inches,62.71 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,Singapore,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/cloudstrike-yoyo-by-yoyofriends,Cloudstrike,$ 319.99,yoyofriends - The first Mg yoyo from YoYoFriends!,57.00 mm / 2.24 inches,48.15 mm / 1.9 inches,4.52 mm / 0.18 inches,65.8 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Magnesium,China,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/hendiatris-yoyo-by-yoyoball,Hendiatris,$ 89.99,yoyoball - Bi-metal design with a free spinning catch zone!,56 mm / 2.20 inches,42.5 mm / 1.67 inches,4.75 mm / 0.18 inches,62.25 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 AL / Stinless Steel / POM,China,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/switchblade-yoyo-by-yoyofactory,Switchblade,$ 79.99,YoYoFactory - Michael Malík Signature YoYo!,56.30 mm / 2.22 inches,46.70 mm / 1.84 inches,4.50 mm / 0.18 inches,65.25 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rings,USA,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/r-type-yoyo-by-yoyofactory,R-Type,$ 44.99,YoYoFactory - An elite performing yoyo at a competitive price!,56.00 mm / 2.20 inches,49.10 mm / 1.93 inches,4.50 mm / 0.18 inches,66.20 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/halo-yoyo-by-yoyofactory,Halo,$ 34.99,YoYoFactory -  Angel2Up A.K.A. Angelo Aguirre Signature Yo-Yo!,56.00 mm / 2.20 inches,45.50 mm / 1.79 inches,4.52 mm / 0.18 inches,65.60 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-liv-yoyo-by-free2throw,The LiV,$ 89.99,Free2Throw - Lighweight bi-metal with an organic profile.,51.95 mm / 2.05 inches,42.62 mm / 1.68 inches,4.52 mm / 0.18 inches,57.15 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel or Brass Rings,USA,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/monotone-yoyo-by-yoyorecreation,Monotone,$ 63.99,yoyorecreation - Tony Šec Signature YoYo!,56.00 mm / 2.20 inches,44.6 mm / 1.76 inches,4.52 mm / 0.18 inches,67.5 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Japan,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/tone-yoyo-by-yoyorecreation,Tone,$ 160.99,yoyorecreation - Tony Šec Signature YoYo!,56.00 mm / 2.20 inches,44.60 mm / 1.76 inches,4.52 mm / 0.18 inches,65.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075Aluminum w/ Stainless Steel Rings,Japan,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/mirage-esd-yoyo-by-japan-technology,Mirage ESD,$ 79.99,Japan Technology - Extra Super Duralumin!,56.49 mm / 2.22 inches,45.38 mm / 1.79 inches,4.52 mm / 0.18 inches,66.90 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum,Japan,China,NA,July 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/shade-yoyo-by-japan-technology,Shade,$ 159.99,Japan Technology - Competition geared bi-metal!,55.88 mm / 2.20 inches,44.88 mm / 1.77 inches,4.52 mm / 0.18 inches,66.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rings,Japan,China,NA,August 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/n11-yoyo-by-magicyoyo,N11,$ 15.99,MagicYoYo - Entry level unresponsive yoyo.,54.00 mm / 2.13 inches,42.00 mm / 1.65 inches,4.62 mm / 0.18 inches,64.7 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,China,China,NA,August 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/v3-yoyo-by-magicyoyo,V3,$ 16.99,MagicYoYo - Responsive entry-level metal yoyo.,55.00 mm / 2.17 inches,38.50 mm / 1.52 inches,2.75 mm / 0.11 inches,64.9 grams,Slim,"""Slim Pad"" Size 19mm OD",6061 Aluminum,China,China,NA,August 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/crystal-yoyo-by-magicyoyo,Crystal,$ 12.99,MagicYoYo - Unresponsive plastic design!,55.5 mm / 2.19 inches,43.00 mm / 1.69 inches,2.75 mm / 0.11 inches,65.00 grams,Slim,"""Slim Pad"" Size 19mm OD",Polycarbonate,China,China,NA,August 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/hanzo-yoyo-by-sengoku,Hanzo,$ 89.00,Sengoku -  Mono-Metal Version of the Hattori!,56.65 mm / 2.23 inches,43.45 mm / 1.71 inches,4.70 mm / 0.18 inches,60 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,Japan,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/little-confusion-yoyo-by-yoyofactory,Little Confusion,$ 40.00,YoYoFactory -  Mini Hubstack Design!,44.45 mm / 1.75 inches,34.75mm / 1.36 inches,2.80 mm / 0.11 inches,51.55grams,Size A (5x10x4 mm),YYF Small Response Pad Thick Orange Pads,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/spin-gadget-yoyo-by-japan-technology,Spin Gadget,$ 9.99,Japan Technology - Entry level plastic yoyo.,56.70 mm / 2.23 inches,39.37 mm / 1.55 inches,2.22 mm / 0.09 inches,56.12 grams,Plastic Spool,Starburst,Plastic,Japan,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/locus-yoyo-by-pdx-yo,Locus,$ 59.99,pdx-yo - Organic mon-metal design!,54.58 mm / 2.15 inches,43.95 mm / 1.73 inches,4.62 mm / 0.18 inches,65.45 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/neo-master-galaxy-yoyo-by-c3yoyodesign,Neo Master Galaxy,$ 54.99,C3yoyodesign - Extra wide yoyo design!,55.87 mm / 2.2 inches,52.81 mm / 2.08 inches,4.5 mm / 0.18 inches,65.4 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Hong Kong,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/hybrid-yoyo-by-mowl,Hybrid,$ 79.99,MOWL - Bi-Plastic Design!,57.10 mm / 2.25 inches,50.10 mm / 1.97 inches,4.50 mm / 0.18 inches,62.7 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate Body w/ POM Rims,Japan,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/el-mijo-yoyo-by-zero-gravity-return-tops,El Mijo,$ 84.99,"Zero Gravity Return Tops - Slim D-bearing design!",56.10 mm / 2.21 inches,30-32 mm / 1.18-1.26 inches,2.38-4.4 mm / 0.09-0.17 inches,58 grams,Size D,El Mijo Size D Response Pad,7075 Aluminum,Canada,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/rebrand-yoyo-by-rain-city,Rebrand,$ 11.99,Rain City -  Entry level responsive yoyo.,56.21 mm / 2.21 inches,42.44 mm / 1.67 inches,2.66 mm / 0.1 inches,50.62 grams,Size C Narrow,19mm Slim Pad Size,Polycarbonate,China,China,NA,May 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/tropic-alien-yoyo-by-recess,Tropic Alien,$ 49.99,Recess -  Zafran Aqil Signature YoYo!,56.57 mm / 2.23 inches,44.62 mm / 1.76 inches,4.50 mm / 0.18 inches,66.31 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/kagerou-yoyo-by-japan-technology,Kagerou,$ 179.99,"Japan Technology - New bi-metal design!",56.80 mm / 2.23 inches,46.10 mm / 1.81 inches,4.55 mm / 0.18 inches,65.30 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Aluminum Body w/ Steel Rings,Japan,China,NA,January 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/red-blood-cell-yoyo-by-mk1,Red Blood Cell (RBC),$ 84.99,MK1 YoYos - MK1 and Spinworthy Collaboration!,55.00 mm / 2.17 inches,34.00 mm / 1.34 inches,2.30 mm / 0.09 inches,48 grams,MR85,Custom Pads,7068 Aluminum,USA,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/triple-double-yoyo-by-recess,Triple Double,$ 49.99,Recess -  Joe Wilson signature yoyo!,58.47 mm / 2.3 inches,47.11 mm / 1.85 inches,4.82 mm / 0.19 inches,66.41 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/freehand-one-yoyo-by-duncan-toys,Freehand One - Plastic FH1,$ 24.99,Duncan -  The Freehand has returned!,57.00 mm / 2.24 inches,39.5 mm / 1.56 inches,3.02 mm / 0.12 inches,66.41 grams,Size A,SG Stickers (Small Bearing)Also Compatible w/ FrictionStickers,Polycarbonate,USA,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/obsession-plus-yoyo-by-mowl,Obsession+,NA,MOWL - Bi-metal version of the Obsession!,54.00 mm / 2.13 inches,42.35 mm / 1.67 inches,4.50 mm / 0.18 inches,64.00 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rims,Japan,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/tiramisu-2-yoyo-by-round-spinning-objects-crucial,Tiramisu 2,$ 369.99,Round Spinning Objects - New C-Bearing version of the Tiramisu!,56.00 mm / 2.20 inches,44.00 mm / 1.73 inches,4.40 mm / 0.17 inches,66.00 grams,Size C (.250 x .500 x .187),"Landing Pads ""Slim Pad"" Size 19mm OD",Titanium,Singapore / USA,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/prestige-2022-yoyo-by-general-yo,Prestige 2022,$ 68.99,General Yo -  New and improved Prestige!,56.44 mm / 2.22 inches,43.7 mm / 1.72 inches,4.40 mm / 0.17 inches,65.8,General-Yo AIGR Size C (.250 x .500 x .187),Gen 19 Pads (Slim Pad),NA,USA,China,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/aitch-yoyo-by-one-drop,Aitch,$ 58.99,One Drop YoYos - H-Shape design with Side Effects!,55.88 mm / 2.20 inches,39.62 mm / 1.56 inches,4.32 mm / 0.17 inches,64.40 grams,Size C (.250 x .500 x .187),One Drop Standard Flow Groove Pads,6061 Aluminum,USA,USA,NA,December 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/fty-138-yoyo-by-fair-trade-yoyo,FTY 138,$ 74.99,Fair Trade YoYos - Compact organic design.,51 mm / 0.00 inches,38 mm / 0.00 inches,4.40 mm / 0.00 inches,64.95 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,January 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/mgska-yoyo-by-turning-point,Mgska,$ 369.99,Turning Point - Shingo Terada signature model!,53.00 mm / 2.09 inches,40.53 mm / 1.60 inches,4.5 mm / 0.18 inches,65.70 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Magnesium,Japan,China,NA,January 2022
